"dec" "attr" "sinc" "intel" "fun" "amb" "shar"
"2696" 0 2 10 10 5 10 10
"2697" 0 3 10 10 4 10 2
"2698" 1 7 10 8 6 7 2
"2699" 1 8 7 8 8 8 3
"2700" 0 4 10 10 6 8 4
"2701" 0 5 9 9 4 9 4
"2702" 0 2 2 10 6 10 2
"2703" 0 2 4 4 4 10 4
"2704" 0 3 3 3 8 8 2
"2705" 0 2 9 7 2 7 2
"2706" 0 8 10 10 6 8 2
"2728" 0 7 8 8 8 8 7
"2733" 0 3 8 8 3 8 3
"2743" 1 8 8 8 9 9 8
"2744" 0 8 8 8 7 8 3
"2747" 0 7 9 8 8 7 5
"2748" 0 7 8 7 8 9 7
"2749" 0 5 8 7 8 9 7
"2750" 1 9 8 9 8 10 7
"2751" 0 6 8 9 6 8 7
"2752" 0 8 8 9 7 8 5
"2753" 0 5 9 9 7 8 4
"2754" 0 6 9 9 7 8 5
"2755" 0 2 9 10 4 8 4
"2756" 0 8 9 9 8 8 8
"2757" 0 4 9 9 5 8 5
"2758" 0 7 9 9 8 8 5
"2759" 1 9 8 8 9 8 8
"2760" 0 8 7 8 8 9 7
"2761" 0 4 9 9 6 7 3
"2762" 1 9 9 9 8 9 4
"2763" 0 5 9 8 8 8 5
"2764" 0 6 8 8 9 8 6
"2765" 0 7 9 9 7 9 6
"2766" 1 7 8 8 9 7 5
"2768" 0 7 6 6 8 8 7
"2769" 0 2 5 6 5 7 4
"2770" 0 10 7 9 10 10 7
"2773" 0 3 9 9 7 9 6
"2775" 0 3 9 10 2 9 3
"2779" 0 10 8 8 10 9 9
"2780" 0 8 6 8 7 8 7
"2782" 0 8 3 9 8 9 7
"2783" 0 4 6 6 7 7 3
"2784" 0 5 5 8 6 9 4
"2787" 0 5 6 7 8 7 6
"2788" 0 7 7 9 8 8 6
"2789" 0 3 8 10 6 10 7
"2790" 1 9 8 10 8 10 7
"2791" 0 5 7 9 5 9 5
"2792" 0 7 8 9 8 8 8
"2793" 0 4 7 9 6 8 8
"2794" 0 4 7 9 5 6 6
"2795" 0 1 6 8 1 2 1
"2796" 0 6 6 7 6 7 6
"2797" 0 5 6 7 6 8 4
"2798" 0 7 9 8 7 7 8
"2799" 1 9 9 8 9 7 8
"2800" 0 7 7 6 6 6 5
"2801" 0 2 6 5 2 3 2
"2802" 0 8 7 8 9 8 7
"2803" 0 6 8 7 7 6 6
"2804" 0 7 7 9 8 7 8
"2805" 0 6 8 8 5 6 6
"2806" 0 6 8 9 6 8 7
"2807" 0 5 6 7 6 7 5
"2808" 0 10 8 8 8 8 8
"2809" 0 2 8 4 4 7 2
"2810" 1 10 10 10 7 9 6
"2811" 0 5 8 8 6 6 5
"2812" 0 6 6 6 6 6 6
"2813" 1 8 8 8 7 6 6
"2814" 1 8 8 8 8 8 6
"2815" 0 3 10 10 5 8 6
"2816" 0 6 7 6 4 4 4
"2817" 1 10 10 10 7 7 9
"2818" 0 6 8 8 6 8 4
"2819" 0 9 7 6 4 9 2
"2820" 0 2 7 5 4 9 2
"2821" 0 5 9 9 5 5 5
"2822" 0 10 8 6 5 9 5
"2823" 0 5 5 6 2 9 3
"2824" 0 4 5 5 5 5 2
"2825" 0 6 8 6 6 8 8
"2826" 0 6 8 7 7 9 8
"2827" 0 5 7 7 6 9 1
"2828" 1 7 7 7 7 7 7
"2829" 1 2 8 8 7 8 5
"2830" 0 9 5 9 6 6 5
"2831" 1 7 7 7 7 7 7
"2833" 1 9 10 10 10 9 9
"2834" 1 8 7 8 6 7 5
"2835" 1 4 10 10 9 8 7
"2836" 1 8 8 8 5 5 5
"2837" 1 7 7 7 7 7 7
"2838" 1 4 9 9 6 8 7
"2839" 1 7 7 7 7 7 7
"2840" 1 8 8 8 8 8 7
"2841" 0 7 8 9 9 7 7
"2842" 1 8 8 8 8 8 8
"2843" 1 7 7 7 7 7 7
"2844" 1 7 7 7 7 7 8
"2846" 1 1 7 7 7 7 7
"2847" 0 4 6 6 4 4 4
"2848" 0 6 9 10 8 10 7
"2849" 0 3 8 8 9 4 5
"2850" 0 7 8 10 7 9 7
"2851" 0 6 9 8 6 8 3
"2852" 1 9 9 9 10 9 8
"2853" 0 7 9 10 10 9 7
"2854" 0 6 7 9 6 7 6
"2855" 0 1 1 1 1 1 1
"2856" 0 3 8 7 3 7 3
"2857" 0 4 8 7 8 7 4
"2858" 0 7 6 7 8 6 6
"2859" 1 10 9 9 10 10 10
"2860" 1 8 10 7 9 7 8
"2861" 0 6 6 8 2 4 4
"2862" 0 7 9 9 9 9 9
"2863" 0 4 7 6 4 4 4
"2864" 0 4 5 4 6 5 4
"2865" 0 4 6 6 4 4 4
"2866" 0 9 8 8 9 7 8
"2867" 0 5 8 8 8 8 7
"2868" 1 10 10 10 10 10 10
"2869" 0 5 5 10 5 5 5
"2870" 1 6 8 8 8 8 8
"2871" 0 5 8 10 8 8 5
"2872" 1 8 9 9 9 9 9
"2873" 1 5 10 10 9 9 9
"2874" 0 5 7 10 8 7 7
"2875" 0 5 7 10 5 7 6
"2876" 0 5 5 5 5 5 5
"2877" 1 10 10 10 10 10 10
"2878" 0 5 8 8 9 9 5
"2879" 1 9 9 9 9 9 9
"2880" 1 8 9 9 9 9 9
"2881" 0 5 8 8 8 8 8
"2882" 1 8 8 8 8 8 8
"2883" 1 9 9 9 9 9 9
"2884" 1 5 9 9 7 8 7
"2885" 0 5 9 9 7 8 7
"2886" 1 6 8 8 8 8 7
"2887" 0 6 5 5 6 5 5
"2898" 0 5 6 8 8 8 7
"2908" 1 7 8 8 9 9 10
"2909" 0 1 1 1 1 1 1
"2920" 0 6 6 5 9 5 5
"2927" 0 6 8 10 7 9 2
"2928" 0 4 7 8 5 10 7
"2929" 0 4 9 10 7 10 6
"2930" 0 5 7 9 5 9 4
"2931" 0 3 7 10 3 10 5
"2932" 1 6 10 9 10 7 7
"2933" 0 6 10 10 6 10 10
"2934" 0 6 10 10 6 10 10
"2935" 0 4 10 10 5 7 6
"2936" 0 5 10 9 6 9 7
"2937" 0 5 9 9 5 9 7
"2938" 0 7 9 8 8 8 7
"2939" 1 10 8 8 9 9 6
"2940" 1 7 6 8 8 10 2
"2941" 0 7 10 10 6 10 6
"2942" 0 7 8 9 7 10 4
"2943" 1 6 9 8 9 8 8
"2944" 0 7 8 9 7 10 8
"2945" 0 5 10 10 10 9 9
"2946" 0 5 5 7 5 9 4
"2947" 0 6 7 8 7 9 5
"2948" 1 7 6 8 7 8 7
"2949" 0 6 7 8 7 8 7
"2950" 1 7 10 10 7 10 5
"2951" 0 6 7 7 6 8 5
"2952" 1 8 8 9 8 9 6
"2953" 0 6 6 7 6 6 5
"2954" 1 7 7 8 7 8 7
"2955" 0 5 8 8 5 7 6
"2956" 0 6 7 8 7 8 6
"2957" 1 7 8 8 7 7 6
"2958" 1 7 7 8 7 8 5
"2959" 1 8 7 8 7 8 6
"2960" 1 8 7 8 7 8 6
"2961" 1 6 10 10 6 10 6
"2962" 1 7 7 9 8 9 7
"2963" 0 6 6 6 6 6 5
"2964" 1 7 7 7 8 7 7
"2965" 0 6 6 7 6 6 6
"2966" 1 6 7 7 7 7 7
"2967" 0 8 9 10 7 7 6
"2968" 0 6 9 9 7 9 6
"2969" 0 6 8 9 7 7 7
"2970" 1 8 8 9 8 10 8
"2971" 0 7 8 9 6 9 5
"2972" 0 8 8 8 8 10 8
"2973" 0 6 7 7 7 7 7
"2974" 0 8 9 10 6 9 7
"2975" 0 6 8 9 5 6 6
"2976" 0 7 8 8 8 7 7
"2977" 0 6 8 8 7 6 7
"2978" 0 8 8 8 7 8 7
"2979" 1 9 8 10 8 9 7
"2980" 1 8 8 10 9 10 8
"2981" 0 6 8 9 7 7 6
"2982" 0 8 9 10 8 10 7
"2983" 0 5 8 8 7 7 8
"2984" 0 6 10 10 10 8 7
"2985" 0 6 7 7 7 7 7
"2986" 0 8 8 8 8 7 7
"2987" 0 7 8 6 7 8 3
"2988" 0 9 8 7 7 7 5
"2989" 1 7 8 8 7 9 5
"2990" 1 8 8 9 6 8 5
"2991" 0 6 7 7 6 7 4
"2992" 1 8 6 7 6 7 6
"2993" 1 9 5 6 7 6 5
"2994" 1 9 7 8 6 8 6
"2995" 1 9 8 9 9 9 6
"2996" 1 9 8 9 8 7 6
"2997" 1 9 7 8 8 6 6
"2998" 1 10 9 8 8 6 6
"2999" 0 7 8 8 5 7 5
"3000" 1 10 8 8 8 8 6
"3001" 1 8 9 8 7 8 6
"3002" 0 7 8 8 7 8 6
"3003" 1 9 8 8 8 8 7
"3004" 1 8 7 7 6 8 6
"3005" 1 9 9 9 8 8 6
"3006" 1 8 8 8 7 9 6
"3007" 0 3 4 4 3 3 4
"3008" 1 5 9 8 9 7 9
"3009" 0 5 8 5 3 3 3
"3010" 1 7 9 9 6 7 4
"3011" 0 3 7 5 6 5 4
"3012" 1 5 6 6 5 6 6
"3013" 1 8 7 7 8 6 6
"3014" 0 6 8 9 5 8 5
"3015" 0 3 7 7 5 5 4
"3016" 0 6 8 7 4 5 5
"3017" 1 6 7 7 7 6 6
"3018" 0 6 8 8 3 6 2
"3019" 0 6 8 7 7 8 6
"3020" 1 8 7 4 9 4 5
"3021" 1 7 7 5 7 7 5
"3022" 0 4 5 6 5 8 5
"3023" 1 7 8 7 7 7 7
"3024" 1 7 7 8 4 6 6
"3025" 1 6 8 7 7 8 6
"3026" 0 4 8 4 5 4 6
"3027" 0 5 5 7 5 5 5
"3028" 1 7 7 9 8 8 4
"3029" 0 7 6 9 7 7 6
"3030" 0 6 8 8 6 6 3
"3031" 1 8 8 8 8 8 7
"3032" 1 8 7 7 6 7 5
"3033" 1 8 8 8 8 8 5
"3034" 1 9 9 9 9 9 9
"3035" 1 9 9 9 9 9 9
"3036" 1 9 9 9 9 9 9
"3037" 0 7 10 10 10 10 5
"3038" 1 7 8 7 8 7 5
"3039" 0 5 10 8 7 5 5
"3040" 1 10 10 10 10 8 8
"3041" 1 8 9 9 9 9 9
"3042" 1 6 9 9 8 7 6
"3043" 1 8 9 9 9 9 8
"3044" 1 9 8 9 9 9 9
"3045" 1 9 8 9 9 9 9
"3046" 1 9 9 9 9 9 9
"3047" 0 3 9 9 4 7 6
"3048" 1 6 5 9 4 6 5
"3049" 0 4 7 8 5 4 6
"3050" 1 7 7 9 7 7 7
"3051" 0 3 7 6 3 5 3
"3052" 1 9 6 7 5 6 7
"3053" 1 7 7 7 5 7 5
"3054" 0 5 7 6 5 4 5
"3055" 1 5 7 9 6 8 7
"3056" 1 6 8 9 6 9 8
"3057" 0 4 6 7 7 7 5
"3058" 0 5 6 5 4 5 5
"3059" 0 3 7 7 5 5 4
"3060" 1 9 7 6 8 6 5
"3061" 1 7 8 8 9 8 7
"3062" 0 4 7 7 5 5 5
"3063" 0 4 7 7 6 5 6
"3064" 1 6 6 6 3 5 4
"3065" 1 6 10 8 8 6 6
"3066" 1 7 6 7 5 6 6
"3067" 0 2 6 4 5 4 4
"3068" 1 6 7 7 5 6 6
"3069" 0 2 5 4 3 6 2
"3070" 0 3 3 4 4 4 3
"3071" 0 3 7 5 3 4 2
"3072" 0 4 4 6 6 6 5
"3073" 1 7 6 7 6 6 6
"3074" 0 6 6 6 5 5 4
"3075" 1 6 6 8 5 5 6
"3076" 1 6 6 8 6 6 6
"3077" 1 6 5 5 6 6 4
"3078" 1 6 6 7 6 6 7
"3079" 1 5 7 8 5 6 5
"3080" 1 6 5 6 7 6 4
"3081" 1 7 6 6 8 7 4
"3082" 0 3 4 5 5 4 1
"3083" 0 4 4 6 5 5 5
"3084" 0 5 5 4 5 4 4
"3085" 0 6 5 6 6 6 5
"3086" 1 6 6 6 5 6 5
"3088" 1 7 8 7 7 4 7
"3089" 1 8 7 7 5 5 7
"3090" 1 6 8 6 5 5 6
"3091" 0 3 6 5 5 5 3
"3092" 1 6 6 6 6 5 5
"3093" 1 7 7 7 7 7 7
"3094" 0 5 8 6 5 5 6
"3095" 0 4 7 7 5 5 5
"3096" 1 7 7 7 7 6 7
"3097" 1 6 6 8 6 7 5
"3098" 1 8 7 7 6 5 5
"3099" 0 5 6 6 5 5 6
"3100" 1 8 6 8 9 5 8
"3101" 1 7 7 7 7 6 7
"3102" 0 5 7 6 5 5 5
"3103" 0 4 7 6 4 5 5
"3104" 1 6 5 7 7 5 5
"3105" 1 8 8 8 8 6 7
"3106" 1 7 6 7 6 5 7
"3107" 0 5 8 8 7 9 0
"3108" 1 8 8 9 10 8 9
"3109" 1 10 10 10 9 9 10
"3110" 1 8 8 7 8 9 10
"3111" 0 8 8 8 9 8 8
"3112" 0 8 6 7 6 7 2
"3113" 1 9 9 9 8 9 10
"3114" 1 10 10 10 10 10 10
"3115" 1 8 8 8 8 8 8
"3116" 1 9 9 9 8 8 9
"3117" 0 7 8 8 8 10 7
"3118" 1 8 10 10 10 10 10
"3119" 1 10 10 10 10 10 10
"3120" 1 10 9 10 10 9 9
"3121" 1 9 9 9 10 9 8
"3122" 1 9 9 9 9 9 9
"3123" 1 9 9 9 9 9 9
"3124" 1 10 10 10 10 10 10
"3125" 0 6 8 9 9 8 9
"3126" 1 9 10 9 9 9 9
"3127" 1 4 3 6 7 6 5
"3128" 1 7 8 8 8 5 5
"3129" 1 6 5 5 4 3 3
"3130" 1 7 6 7 6 6 5
"3131" 0 3 5 6 3 7 3
"3132" 1 8 6 7 7 8 3
"3133" 1 7 6 7 7 6 5
"3134" 1 7 7 8 8 8 5
"3135" 1 8 8 8 7 7 3
"3136" 1 6 7 9 6 6 3
"3137" 0 4 5 6 6 7 3
"3138" 1 5 5 7 6 6 3
"3139" 1 6 6 7 7 7 5
"3140" 1 8 7 7 9 9 5
"3141" 1 7 7 7 8 8 5
"3142" 0 4 8 6 6 3 2
"3143" 1 5 7 7 6 6 4
"3144" 1 6 5 6 6 7 3
"3145" 1 5 8 8 8 8 6
"3146" 1 5 7 7 7 8 3
"3147" 0 7 4 4 4 7 2
"3148" 0 6 3 8 3 3 2
"3149" 1 7 6 5 3 4 5
"3150" 1 8 4 7 6 7 5
"3151" 0 4 7 8 5 6 2
"3152" 1 10 7 9 8 6 7
"3153" 1 8 6 4 6 8 4
"3154" 0 5 4 4 4 4 2
"3155" 1 6 4 7 7 8 2
"3156" 1 8 5 6 7 6 3
"3157" 0 7 6 2 2 8 3
"3158" 1 7 5 6 8 2 4
"3159" 0 6 5 6 2 5 4
"3160" 1 8 4 8 6 4 4
"3161" 1 8 7 7 8 2 5
"3162" 0 6 4 5 7 6 3
"3163" 1 7 6 9 6 5 5
"3164" 1 8 5 7 5 6 5
"3165" 1 8 6 6 8 5 6
"3166" 0 6 5 5 4 6 5
"3167" 1 7 7 7 8 6 7
"3168" 1 6 8 6 7 6 5
"3169" 0 7 8 6 2 8 2
"3170" 1 8 6 7 4 8 5
"3171" 0 6 8 8 3 4 5
"3172" 1 9 7 8 7 5 8
"3174" 1 8 9 8 8 6 7
"3175" 1 6 7 7 7 7 6
"3176" 1 9 9 9 8 8 7
"3177" 1 8 8 8 8 7 2
"3178" 1 8 8 8 8 7 7
"3179" 1 10 9 10 8 9 6
"3180" 1 10 7 6 8 10 5
"3181" 1 10 8 8 8 7 6
"3182" 0 8 9 6 4 6 4
"3183" 1 9 9 9 8 7 7
"3184" 0 9 8 9 2 7 2
"3185" 1 9 7 8 8 7 5
"3186" 1 8 7 8 7 8 6
"3187" 0 5 8 7 7 6 7
"3188" 0 7 6 7 7 7 8
"3189" 0 7 8 5 5 5 5
"3190" 1 5 8 8 10 5 7
"3191" 0 5 6 6 5 6 5
"3192" 1 8 5 5 5 5 5
"3193" 1 9 6 6 7 6 5
"3194" 0 6 6 7 6 6 5
"3195" 1 7 6 7 7 7 7
"3196" 0 6 8 8 5 5 5
"3197" 0 6 2 3 1 3 1
"3198" 0 5 1 5 4 5 5
"3199" 1 6 7 8 8 8 9
"3200" 1 8 6 6 7 5 5
"3201" 1 7 6 5 5 5 5
"3202" 0 5 8 6 7 7 7
"3203" 1 3 3 8 3 5 5
"3204" 1 6 5 5 5 5 5
"3205" 1 8 8 6 6 5 5
"3206" 0 9 7 7 7 6 7
"3207" 0 6 4 5 5 3 4
"3208" 1 6 7 7 7 6 6
"3209" 0 6 5 5 3 2 3
"3210" 1 6 6 6 5 6 8
"3211" 0 4 5 6 2 3 4
"3212" 0 5 6 8 5 5 5
"3213" 1 7 7 8 6 9 8
"3214" 0 5 7 7 7 8 6
"3215" 0 4 6 7 2 5 3
"3216" 1 6 5 7 6 8 7
"3217" 1 7 7 7 8 7 9
"3218" 0 7 4 5 3 7 4
"3219" 1 6 8 8 8 7 8
"3220" 1 9 6 5 8 9 7
"3221" 1 8 10 9 9 9 6
"3222" 1 6 8 7 8 7 7
"3223" 0 5 6 5 4 3 4
"3224" 1 6 7 7 6 7 7
"3225" 0 3 5 5 7 5 4
"3226" 1 7 7 8 8 7 8
"3227" 0 4 5 5 4 5 4
"3228" 0 6 7 7 8 6 6
"3229" 0 5 8 7 4 6 5
"3230" 1 8 8 8 8 7 7
"3231" 0 3 7 6 3 6 3
"3232" 1 7 6 6 7 6 7
"3233" 0 7 7 8 7 7 7
"3234" 0 6 7 7 7 5 6
"3235" 0 4 7 8 6 5 4
"3236" 0 5 8 8 7 5 5
"3237" 0 3 3 5 7 6 6
"3238" 0 3 7 7 2 6 3
"3239" 0 6 8 8 7 8 5
"3240" 1 9 7 7 9 7 7
"3241" 1 8 7 8 8 7 6
"3242" 0 5 8 8 7 8 5
"3243" 0 6 9 9 7 7 7
"3244" 0 6 8 8 7 9 7
"3245" 1 8 7 8 8 7 7
"3246" 0 6 7 6 7 6 6
"3247" 0 4 6 6 5 5 5
"3248" 1 6 4 8 8 5 6
"3249" 0 5 7 7 6 5 3
"3250" 1 7 7 7 7 7 7
"3251" 0 3 3 5 4 4 2
"3252" 1 8 8 8 8 8 8
"3253" 1 8 7 8 7 8 8
"3254" 0 6 8 8 6 7 6
"3255" 0 4 6 7 4 5 4
"3256" 0 5 7 7 5 6 5
"3257" 0 4 4 5 5 5 5
"3258" 0 3 5 6 5 5 3
"3259" 0 4 5 6 4 5 3
"3260" 1 8 8 7 9 8 8
"3261" 1 8 8 8 8 8 7
"3262" 0 4 7 7 5 4 4
"3263" 0 5 8 7 7 7 6
"3264" 0 6 6 6 5 5 5
"3265" 0 6 8 8 6 6 6
"3266" 1 6 8 8 7 7 7
"3267" 0 6 7 6 4 6 5
"3268" 1 6 6 6 7 6 5
"3269" 1 6 7 6 4 5 6
"3270" 0 5 6 6 6 7 5
"3271" 1 6 9 7 3 8 4
"3272" 0 6 6 7 4 7 4
"3273" 0 4 7 7 4 5 4
"3274" 0 6 7 7 5 5 3
"3275" 0 4 8 7 6 7 5
"3276" 1 6 7 7 5 5 8
"3277" 0 4 7 5 5 4 4
"3278" 1 6 7 7 4 7 6
"3279" 1 7 7 7 7 7 5
"3280" 1 7 5 6 8 6 5
"3281" 1 8 6 6 8 6 6
"3282" 1 6 7 7 7 7 4
"3283" 1 6 6 6 7 6 5
"3284" 1 6 6 6 5 6 5
"3285" 1 7 6 7 7 6 6
"3286" 1 7 5 6 7 5 5
"3287" 0 1 5 5 3 5 3
"3288" 1 8 9 7 9 5 5
"3289" 0 6 7 8 2 1 1
"3290" 0 4 8 8 5 4 3
"3291" 0 3 4 5 2 2 2
"3292" 0 5 3 6 4 4 4
"3293" 1 8 8 6 6 6 3
"3294" 0 5 8 7 5 5 5
"3295" 0 2 8 9 4 3 2
"3296" 0 6 6 9 3 1 2
"3297" 0 3 5 8 5 8 6
"3298" 0 3 5 4 2 3 3
"3299" 0 3 9 8 7 5 4
"3300" 1 8 5 5 8 3 6
"3301" 1 6 8 7 5 6 3
"3302" 0 3 9 8 5 6 3
"3303" 1 6 8 7 5 6 3
"3304" 0 6 5 5 5 5 5
"3305" 0 4 8 7 4 4 3
"3306" 1 6 8 5 8 5 7
"3307" 0 3 5 5 2 2 2
"3308" 1 8 7 7 7 6 5
"3309" 1 8 7 8 5 5 6
"3310" 1 7 6 7 6 5 5
"3311" 1 9 8 8 7 5 6
"3312" 1 8 6 6 5 5 6
"3313" 0 6 6 6 4 7 6
"3314" 1 9 8 9 9 5 5
"3315" 0 7 6 7 5 5 3
"3316" 1 7 7 8 7 5 4
"3317" 0 5 8 8 7 7 3
"3318" 1 6 8 8 8 5 6
"3319" 1 6 8 9 8 7 7
"3320" 1 9 7 7 7 6 7
"3321" 1 9 8 7 8 7 7
"3322" 0 5 8 6 5 6 4
"3323" 1 5 8 8 7 5 7
"3324" 1 9 7 7 7 5 7
"3325" 1 7 6 6 6 6 7
"3326" 1 9 8 8 8 6 8
"3327" 0 5 4 6 5 6 4
"3328" 1 6 8 8 8 4 6
"3329" 0 8 6 7 6 6 3
"3330" 1 9 5 6 6 6 9
"3331" 0 3 6 5 1 7 5
"3332" 1 9 4 6 6 6 7
"3333" 1 8 8 7 8 6 8
"3334" 0 6 6 6 5 7 8
"3335" 0 6 6 7 4 6 4
"3336" 1 8 8 8 5 5 6
"3337" 0 6 3 6 7 10 6
"3338" 1 7 6 8 6 6 4
"3339" 0 5 9 9 8 7 8
"3340" 0 7 4 5 7 8 4
"3341" 1 8 8 7 9 6 7
"3342" 0 6 6 6 5 6 7
"3343" 0 6 7 7 6 6 5
"3344" 0 7 5 6 5 7 7
"3345" 1 6 8 7 6 7 10
"3346" 0 7 7 7 6 7 5
"3347" 0 5 5 5 4 3 5
"3348" 1 7 8 8 8 6 7
"3349" 0 6 6 6 5 5 4
"3350" 1 10 10 9 10 8 8
"3351" 0 3 6 5 4 4 2
"3352" 1 6 5 6 6 6 6
"3353" 1 8 8 9 10 9 9
"3354" 0 6 6 7 6 6 4
"3355" 1 6 7 7 7 7 6
"3356" 1 7 8 8 8 7 5
"3357" 1 6 7 6 7 6 6
"3358" 1 8 9 8 8 8 7
"3359" 0 6 7 6 5 6 5
"3360" 1 8 7 7 8 8 7
"3361" 1 7 7 8 8 8 6
"3362" 0 6 7 7 6 7 5
"3363" 1 6 7 7 7 6 7
"3364" 1 9 8 8 7 8 7
"3365" 1 10 9 9 10 8 7
"3366" 1 8 9 9 9 8 8
"3387" 0 4 8 9 7 8 2
"3388" 1 7 8 8 7 9 5
"3389" 0 4 6 10 6 6 7
"3390" 0 4 8 7 5 6 2
"3392" 0 5 6 6 8 6 2
"3393" 0 4 8 7 8 9 8
"3394" 1 7 5 8 5 8 7
"3396" 1 6 6 6 5 5 5
"3397" 0 6 7 7 6 7 6
"3398" 0 2 6 8 4 8 3
"3399" 0 3 7 5 4 4 4
"3400" 0 3 8 7 5 5 2
"3401" 1 7 6 6 8 7 7
"3402" 0 2 5 5 2 5 2
"3403" 0 3 7 7 6 9 5
"3404" 0 5 9 8 7 8 5
"3405" 1 6 7 8 6 7 5
"3406" 1 7 7 7 9 9 9
"3407" 0 4 6 9 3 9 5
"3408" 0 4 7 5 5 7 7
"3409" 0 3 7 7 4 7 3
"3410" 1 7 5 6 8 9 6
"3411" 0 4 7 7 5 9 4
"3412" 1 7 6 7 6 7 8
"3413" 0 5 6 6 7 5 5
"3414" 0 4 2 4 2 1 0
"3415" 1 7 8 6 6 7 5
"3417" 0 2 6 5 2 3 2
"3418" 0 6 9 8 6 8 2
"3419" 1 7 8 7 6 6 8
"3420" 0 3 7 8 4 3 2
"3421" 1 6 8 10 8 10 9
"3423" 1 8 8 9 8 9 7
"3424" 1 8 9 9 8 9 8
"3425" 1 8 9 10 9 10 8
"3426" 0 7 9 9 9 10 6
"3427" 0 5 8 8 5 7 5
"3428" 1 9 8 9 8 9 7
"3429" 0 6 8 9 8 10 6
"3430" 1 9 8 9 9 10 10
"3431" 0 6 8 8 6 7 6
"3432" 1 7 9 9 6 6 8
"3433" 0 7 6 6 7 8 7
"3434" 1 7 6 9 8 7 7
"3435" 0 5 9 7 7 5 6
"3436" 0 6 8 8 5 6 7
"3437" 1 8 8 7 8 9 6
"3438" 0 6 8 8 6 8 5
"3439" 1 7 8 9 7 8 7
"3440" 0 5 7 8 6 6 7
"3441" 1 7 7 7 7 5 7
"3442" 1 7 7 6 6 5 5
"3443" 0 5 7 6 5 6 3
"3444" 0 4 4 4 5 5 4
"3445" 0 4 5 5 4 7 3
"3446" 0 5 4 5 7 6 5
"3447" 0 5 5 6 5 7 6
"3448" 1 7 5 5 6 5 7
"3449" 0 5 5 5 4 4 3
"3450" 1 5 6 8 7 6 6
"3451" 0 5 7 8 6 7 5
"3452" 0 4 7 10 7 8 5
"3453" 0 4 9 8 6 6 4
"3454" 0 5 10 10 9 6 7
"3455" 1 10 6 8 9 7 5
"3456" 0 5 8 9 6 10 5
"3457" 1 8 6 10 9 10 9
"3458" 0 7 7 9 6 8 5
"3459" 1 4 6 7 3 2 7
"3460" 1 3 6 6 5 9 5
"3461" 0 3 2 6 2 2 7
"3463" 0 1 7 6 2 2 3
"3464" 1 5 3 6 7 10 3
"3466" 1 7 7 7 6 9 7
"3467" 1 3 6 7 5 3 7
"3476" 1 7 8 8 8 7 7
"3477" 0 6 8 9 8 9 3
"3478" 1 9 9 7 8 8 5
"3479" 0 4 6 7 2 2 1
"3480" 0 2 6 8 4 3 1
"3481" 1 8 8 8 8 9 7
"3482" 0 6 8 9 3 6 3
"3483" 0 8 6 8 10 9 2
"3484" 1 8 9 9 9 9 7
"3485" 0 8 5 7 5 3 1
"3487" 0 7 6 6 5 4 4
"3488" 1 9 7 8 6 6 5
"3490" 0 6 7 6 6 6 4
"3491" 1 6 8 8 6 5 3
"3492" 1 8 7 8 7 7 4
"3493" 1 9 8 7 7 6 4
"3494" 0 9 8 8 7 7 6
"3501" 1 5 7 7 7 5 5
"3504" 1 3 7 5 5 4 4
"3505" 1 8 7 7 7 2 3
"3506" 0 7 7 5 3 7 3
"3507" 1 5 6 8 5 6 3
"3508" 1 6 7 7 6 5 3
"3509" 1 5 8 6 5 4 7
"3510" 1 6 6 4 8 3 4
"3511" 1 5 6 5 5 4 3
"3512" 1 8 6 6 6 3 5
"3513" 0 5 7 8 6 7 3
"3514" 1 7 8 6 8 6 4
"3515" 0 6 6 9 6 7 4
"3516" 0 6 7 7 6 6 3
"3517" 0 6 8 7 7 6 3
"3518" 0 6 7 8 6 3 4
"3519" 1 6 7 7 8 7 5
"3520" 1 6 7 7 8 7 5
"3521" 1 8 7 7 6 6 5
"3522" 1 9 9 8 9 7 9
"3523" 1 9 8 9 9 6 7
"3524" 0 9 9 9 6 7 5
"3525" 0 6 9 8 7 8 6
"3526" 1 9 9 8 9 8 9
"3527" 0 6 7 6 5 5 5
"3528" 1 8 9 8 10 9 10
"3529" 1 2 9 7 9 9 9
"3530" 1 9 8 9 9 7 8
"3531" 0 5 10 6 7 7 4
"3532" 1 9 10 7 9 7 7
"3533" 0 3 8 5 4 4 4
"3534" 1 6 10 8 7 7 6
"3535" 1 8 8 8 9 7 8
"3536" 0 5 8 7 6 6 5
"3537" 1 6 7 7 8 9 7
"3538" 1 8 10 8 8 8 8
"3539" 1 7 8 7 8 7 8
"3544" 0 5 8 7 4 8 8
"3548" 1 8 9 8 8 8 8
"3549" 1 6 6 7 6 5 2
"3550" 1 4 5 6 6 6 6
"3551" 0 7 6 9 4 9 3
"3552" 0 2 4 5 5 5 1
"3553" 0 2 1 1 1 9 5
"3554" 0 1 2 8 1 8 1
"3555" 1 4 2 5 1 8 7
"3556" 0 1 9 8 1 3 1
"3557" 0 4 6 8 6 6 10
"3558" 0 1 2 5 7 5 1
"3559" 0 6 1 5 1 1 1
"3560" 0 2 4 4 1 7 2
"3561" 0 1 1 6 1 5 1
"3562" 0 4 9 3 2 4 1
"3563" 0 1 2 3 1 5 8
"3564" 0 1 6 5 1 6 4
"3565" 1 2 6 6 7 6 3
"3566" 0 4 2 7 1 7 1
